0345,03B9,C
0370,0371,C
0372,0373,C
0376,0377,C
037F,03F3,C
0386,03AC,C
0388,03AD,C
0389,03AE,C
038A,03AF,C
038C,03CC,C
038E,03CD,C
038F,03CE,C
0390,"03B9 0308 0301",F
0391,03B1,C
0392,03B2,C
0393,03B3,C
0394,03B4,C
0395,03B5,C
0396,03B6,C
0397,03B7,C
0398,03B8,C
0399,03B9,C
039A,03BA,C
039B,03BB,C
039C,03BC,C
039D,03BD,C
039E,03BE,C
039F,03BF,C
03A0,03C0,C
03A1,03C1,C
03A3,03C3,C
03A4,03C4,C
03A5,03C5,C
03A6,03C6,C
03A7,03C7,C
03A8,03C8,C
03A9,03C9,C
03AA,03CA,C
03AB,03CB,C
03B0,"03C5 0308 0301",F
03C2,03C3,C
03CF,03D7,C
03D0,03B2,C
03D1,03B8,C
03D5,03C6,C
03D6,03C0,C
03D8,03D9,C
03DA,03DB,C
03DC,03DD,C
03DE,03DF,C
03E0,03E1,C
03F0,03BA,C
03F1,03C1,C
03F4,03B8,C
03F5,03B5,C
03F7,03F8,C
03F9,03F2,C
03FA,03FB,C
03FD,037B,C
03FE,037C,C
03FF,037D,C
1F08,1F00,C
1F09,1F01,C
1F0A,1F02,C
1F0B,1F03,C
1F0C,1F04,C
1F0D,1F05,C
1F0E,1F06,C
1F0F,1F07,C
1F18,1F10,C
1F19,1F11,C
1F1A,1F12,C
1F1B,1F13,C
1F1C,1F14,C
1F1D,1F15,C
1F28,1F20,C
1F29,1F21,C
1F2A,1F22,C
1F2B,1F23,C
1F2C,1F24,C
1F2D,1F25,C
1F2E,1F26,C
1F2F,1F27,C
1F38,1F30,C
1F39,1F31,C
1F3A,1F32,C
1F3B,1F33,C
1F3C,1F34,C
1F3D,1F35,C
1F3E,1F36,C
1F3F,1F37,C
1F48,1F40,C
1F49,1F41,C
1F4A,1F42,C
1F4B,1F43,C
1F4C,1F44,C
1F4D,1F45,C
1F50,"03C5 0313",F
1F52,"03C5 0313 0300",F
1F54,"03C5 0313 0301",F
1F56,"03C5 0313 0342",F
