0041,0061,C
0042,0062,C
0043,0063,C
0044,0064,C
0045,0065,C
0046,0066,C
0047,0067,C
0048,0068,C
0049,0069,C
0049,0131,T
004A,006A,C
004B,006B,C
004C,006C,C
004D,006D,C
004E,006E,C
004F,006F,C
0050,0070,C
0051,0071,C
0052,0072,C
0053,0073,C
0054,0074,C
0055,0075,C
0056,0076,C
0057,0077,C
0058,0078,C
0059,0079,C
005A,007A,C
00C0,00E0,C
00C1,00E1,C
00C2,00E2,C
00C3,00E3,C
00C4,00E4,C
00C5,00E5,C
00C6,00E6,C
00C7,00E7,C
00C8,00E8,C
00C9,00E9,C
00CA,00EA,C
00CB,00EB,C
00CC,00EC,C
00CD,00ED,C
00CE,00EE,C
00CF,00EF,C
00D0,00F0,C
00D1,00F1,C
00D2,00F2,C
00D3,00F3,C
00D4,00F4,C
00D5,00F5,C
00D6,00F6,C
00D8,00F8,C
00D9,00F9,C
00DA,00FA,C
00DB,00FB,C
00DC,00FC,C
00DD,00FD,C
00DE,00FE,C
00DF,"0073 0073",F
0100,0101,C
0102,0103,C
0104,0105,C
0106,0107,C
0108,0109,C
010A,010B,C
010C,010D,C
010E,010F,C
0110,0111,C
0112,0113,C
0114,0115,C
0116,0117,C
0118,0119,C
011A,011B,C
011C,011D,C
011E,011F,C
0120,0121,C
0122,0123,C
0124,0125,C
0126,0127,C
0128,0129,C
012A,012B,C
012C,012D,C
012E,012F,C
0130,"0069 0307",F
0130,0069,T
0132,0133,C
0134,0135,C
0136,0137,C
0139,013A,C
013B,013C,C
013D,013E,C
013F,0140,C
0141,0142,C
0143,0144,C
0145,0146,C
0147,0148,C
0149,"02BC 006E",F
014A,014B,C
014C,014D,C
014E,014F,C
0150,0151,C
0152,0153,C
0154,0155,C
0156,0157,C
0158,0159,C
015A,015B,C
015C,015D,C
015E,015F,C
0160,0161,C
0162,0163,C
0164,0165,C
0166,0167,C
0168,0169,C
016A,016B,C
016C,016D,C
016E,016F,C
0170,0171,C
0172,0173,C
0174,0175,C
0176,0177,C
0178,00FF,C
0179,017A,C
017B,017C,C
017D,017E,C
017F,0073,C
0181,0253,C
0182,0183,C
0184,0185,C
0186,0254,C
0187,0188,C
0189,0256,C
018A,0257,C
018B,018C,C
018E,01DD,C
018F,0259,C
0190,025B,C
0191,0192,C
0193,0260,C
0194,0263,C
0196,0269,C
0197,0268,C
0198,0199,C
019C,026F,C
019D,0272,C
019F,0275,C
01A0,01A1,C
01A2,01A3,C
01A4,01A5,C
01A6,0280,C
01A7,01A8,C
01A9,0283,C
01AC,01AD,C
01AE,0288,C
01AF,01B0,C
01B1,028A,C
01B2,028B,C
01B3,01B4,C
01B5,01B6,C
01B7,0292,C
01B8,01B9,C
01BC,01BD,C
01C4,01C6,C
01C5,01C6,C
01C7,01C9,C
01C8,01C9,C
01CA,01CC,C
01CB,01CC,C
01CD,01CE,C
01CF,01D0,C
01D1,01D2,C
01D3,01D4,C
01D5,01D6,C
01D7,01D8,C
01D9,01DA,C
01DB,01DC,C
01DE,01DF,C
01E0,01E1,C
01E2,01E3,C
01E4,01E5,C
01E6,01E7,C
01E8,01E9,C
01EA,01EB,C
01EC,01ED,C
01EE,01EF,C
01F0,"006A 030C",F
01F1,01F3,C
01F2,01F3,C
01F4,01F5,C
01F6,0195,C
01F7,01BF,C
01F8,01F9,C
01FA,01FB,C
01FC,01FD,C
01FE,01FF,C
0200,0201,C
0202,0203,C
0204,0205,C
0206,0207,C
0208,0209,C
020A,020B,C
020C,020D,C
020E,020F,C
0210,0211,C
0212,0213,C
0214,0215,C
0216,0217,C
0218,0219,C
021A,021B,C
021C,021D,C
021E,021F,C
0220,019E,C
0222,0223,C
0224,0225,C
0226,0227,C
0228,0229,C
022A,022B,C
022C,022D,C
022E,022F,C
0230,0231,C
0232,0233,C
023A,2C65,C
023B,023C,C
023D,019A,C
023E,2C66,C
0241,0242,C
0243,0180,C
0244,0289,C
0245,028C,C
0246,0247,C
0248,0249,C
024A,024B,C
024C,024D,C
024E,024F,C
1E00,1E01,C
1E02,1E03,C
1E04,1E05,C
1E06,1E07,C
1E08,1E09,C
1E0A,1E0B,C
1E0C,1E0D,C
1E0E,1E0F,C
1E10,1E11,C
1E12,1E13,C
1E14,1E15,C
1E16,1E17,C
1E18,1E19,C
1E1A,1E1B,C
1E1C,1E1D,C
1E1E,1E1F,C
1E20,1E21,C
1E22,1E23,C
1E24,1E25,C
1E26,1E27,C
1E28,1E29,C
1E2A,1E2B,C
1E2C,1E2D,C
1E2E,1E2F,C
1E30,1E31,C
1E32,1E33,C
1E34,1E35,C
1E36,1E37,C
1E38,1E39,C
1E3A,1E3B,C
1E3C,1E3D,C
1E3E,1E3F,C
1E40,1E41,C
1E42,1E43,C
1E44,1E45,C
1E46,1E47,C
1E48,1E49,C
1E4A,1E4B,C
1E4C,1E4D,C
1E4E,1E4F,C
1E50,1E51,C
1E52,1E53,C
1E54,1E55,C
1E56,1E57,C
